,Close,Volume,Percentage_close,Normalized_close,Normalized_volume
0,203.4,0,0.0,-0.11690821256,0.0
1,203.2,100,-0.000983284169125,-0.11884057971,1e-05
2,201.4,100,-0.00885826771654,-0.136231884058,1e-05
3,204.4,0,0.0148957298908,-0.107246376812,0.0
4,206.8,500,0.0117416829746,-0.0840579710145,5e-05
5,201.8,1100,-0.0241779497099,-0.132367149758,0.00011
6,235.6,3100,0.167492566898,0.194202898551,0.00031
7,235.0,9600,-0.0025466893039,0.188405797101,0.00096
8,233.0,8300,-0.00851063829787,0.169082125604,0.00083
9,234.0,2200,0.00429184549356,0.178743961353,0.00022
10,234.6,7800,0.0025641025641,0.184541062802,0.00078
11,238.2,16800,0.0153452685422,0.219323671498,0.00168
12,236.0,1700,-0.00923593618808,0.19806763285,0.00017
13,236.2,4900,0.000847457627119,0.2,0.00049
14,237.4,6100,0.00508044030483,0.211594202899,0.00061
15,239.2,97700,0.00758213984836,0.228985507246,0.00977
16,242.4,5900,0.0133779264214,0.259903381643,0.00059
17,242.4,10200,0.0,0.259903381643,0.00102
18,240.8,0,-0.00660066006601,0.244444444444,0.0
19,240.8,50400,0.0,0.244444444444,0.00504
20,239.2,9000,-0.00664451827243,0.228985507246,0.0009
21,240.0,12700,0.00334448160535,0.236714975845,0.00127
22,236.6,28200,-0.0141666666667,0.2038647343,0.00282
23,240.8,49100,0.0177514792899,0.244444444444,0.00491
24,241.2,29800,0.00166112956811,0.248309178744,0.00298
25,244.6,33200,0.014096185738,0.28115942029,0.00332
26,245.6,25400,0.00408830744072,0.290821256039,0.00254
27,243.6,44900,-0.00814332247557,0.271497584541,0.00449
28,242.8,13600,-0.00328407224959,0.263768115942,0.00136
29,241.8,1500,-0.00411861614498,0.254106280193,0.00015
30,238.6,11900,-0.0132340777502,0.223188405797,0.00119
31,243.8,9900,0.02179379715,0.273429951691,0.00099
32,241.6,5400,-0.0090237899918,0.252173913043,0.00054
33,242.2,46700,0.00248344370861,0.257971014493,0.00467
34,239.6,9400,-0.0107349298101,0.232850241546,0.00094
35,242.8,62500,0.0133555926544,0.263768115942,0.00625
36,243.6,58800,0.00329489291598,0.271497584541,0.00588
37,243.2,1800,-0.00164203612479,0.267632850242,0.00018
38,242.0,38100,-0.00493421052632,0.256038647343,0.00381
39,241.8,55100,-0.000826446280992,0.254106280193,0.00551
40,240.4,24200,-0.00578990901572,0.240579710145,0.00242
41,238.0,16500,-0.00998336106489,0.217391304348,0.00165
42,238.0,47200,0.0,0.217391304348,0.00472
43,239.2,12600,0.00504201680672,0.228985507246,0.00126
44,247.6,80500,0.0351170568562,0.310144927536,0.00805
45,244.2,41000,-0.013731825525,0.27729468599,0.0041
46,243.0,16300,-0.004914004914,0.265700483092,0.00163
47,243.4,43500,0.00164609053498,0.269565217391,0.00435
48,242.0,25100,-0.00575184880855,0.256038647343,0.00251
49,237.6,55800,-0.0181818181818,0.213526570048,0.00558
50,237.2,11200,-0.0016835016835,0.209661835749,0.00112
51,234.8,35100,-0.0101180438449,0.186473429952,0.00351
52,235.4,7200,0.00255536626917,0.192270531401,0.00072
53,233.4,1700,-0.00849617672048,0.172946859903,0.00017
54,234.4,3300,0.00428449014567,0.182608695652,0.00033
55,233.2,13900,-0.00511945392491,0.171014492754,0.00139
56,233.0,8300,-0.000857632933105,0.169082125604,0.00083
57,234.8,7800,0.00772532188841,0.186473429952,0.00078
58,234.0,24300,-0.00340715502555,0.178743961353,0.00243
59,234.2,3600,0.000854700854701,0.180676328502,0.00036
60,234.8,24600,0.00256191289496,0.186473429952,0.00246
61,232.6,18000,-0.00936967632027,0.165217391304,0.0018
62,234.0,28800,0.00601891659501,0.178743961353,0.00288
63,234.0,24300,0.0,0.178743961353,0.00243
64,232.4,3900,-0.00683760683761,0.163285024155,0.00039
65,230.6,18600,-0.00774526678141,0.145893719807,0.00186
66,228.8,3700,-0.00780572419774,0.128502415459,0.00037
67,229.2,5600,0.00174825174825,0.132367149758,0.00056
68,229.2,69800,0.0,0.132367149758,0.00698
69,226.2,5100,-0.0130890052356,0.103381642512,0.00051
70,222.6,6400,-0.0159151193634,0.0685990338164,0.00064
71,222.2,15600,-0.00179694519317,0.0647342995169,0.00156
72,226.0,0,0.017101710171,0.101449275362,0.0
73,226.0,17200,0.0,0.101449275362,0.00172
74,222.6,25500,-0.0150442477876,0.0685990338164,0.00255
75,225.8,4900,0.0143755615454,0.0995169082126,0.00049
76,225.8,7400,0.0,0.0995169082126,0.00074
77,225.2,23100,-0.00265721877768,0.0937198067633,0.00231
78,223.8,19800,-0.00621669626998,0.080193236715,0.00198
79,224.2,28500,0.0017873100983,0.0840579710145,0.00285
80,224.6,22700,0.00178412132025,0.087922705314,0.00227
81,223.2,13500,-0.00623330365094,0.0743961352657,0.00135
82,221.0,6700,-0.00985663082437,0.0531400966184,0.00067
83,222.0,14400,0.00452488687783,0.0628019323671,0.00144
84,220.8,30500,-0.00540540540541,0.0512077294686,0.00305
85,219.8,30100,-0.00452898550725,0.0415458937198,0.00301
86,217.0,8100,-0.0127388535032,0.0144927536232,0.00081
87,216.2,12800,-0.0036866359447,0.00676328502415,0.00128
88,213.4,11900,-0.0129509713228,-0.0202898550725,0.00119
89,209.0,22100,-0.020618556701,-0.0628019323671,0.00221
90,211.4,7000,0.0114832535885,-0.03961352657,0.0007
91,209.8,77500,-0.00756859035005,-0.0550724637681,0.00775
92,212.0,30800,0.0104861773117,-0.0338164251208,0.00308
93,214.4,27800,0.011320754717,-0.0106280193237,0.00278
94,211.6,30400,-0.0130597014925,-0.0376811594203,0.00304
