Date,Open,High,Low,Close,Volume,Adj Close
2015-07-21,66.00,66.45,65.75,66.05,2403000,62.535
2015-07-20,65.95,66.00,65.65,65.95,1633800,62.44
2015-07-17,65.80,65.90,65.45,65.90,1338400,62.393
2015-07-16,65.15,65.70,65.15,65.55,1243800,62.061
2015-07-15,65.80,65.80,64.90,65.50,1715800,62.014
2015-07-14,65.00,65.55,64.85,65.30,2488900,61.825
2015-07-13,64.70,65.50,64.60,65.45,3204200,61.967
2015-07-10,64.20,65.25,64.20,65.10,5540700,61.635
2015-07-09,64.80,65.30,63.95,64.05,6535700,60.641
2015-07-08,65.80,66.00,62.75,64.45,9633700,61.02
2015-07-07,65.60,66.35,65.35,66.10,3745900,62.582
2015-07-06,66.05,66.25,65.00,65.35,3674300,61.872
2015-07-03,65.60,66.10,65.20,65.75,2618600,62.251
2015-07-02,65.60,65.75,65.10,65.20,3945900,61.73
2015-07-01,65.90,65.90,65.90,65.90,000,62.393
2015-06-30,64.90,66.25,64.90,65.90,3931300,62.393
2015-06-29,65.35,65.85,65.00,65.10,5924100,61.635
2015-06-26,66.20,66.20,65.30,65.70,2561700,62.203
2015-06-25,66.00,66.35,65.70,65.75,2159000,62.251
2015-06-24,66.65,66.85,65.95,66.05,2638500,62.535
2015-06-23,67.00,67.20,66.40,67.00,2374600,63.434
2015-06-22,66.40,66.70,65.95,66.60,2707800,63.055
2015-06-19,65.25,66.35,65.05,66.10,6754500,62.582
2015-06-18,64.35,65.00,64.35,64.95,1881900,61.493
2015-06-17,65.00,65.00,64.50,64.55,2395500,61.114
2015-06-16,64.55,65.00,64.35,64.85,3614800,61.398
2015-06-15,63.95,65.00,63.95,64.45,2844000,61.02
2015-06-12,65.25,65.35,64.75,65.10,3555700,61.635
2015-06-11,65.45,65.50,64.55,64.85,17375100,61.398
2015-06-10,66.05,66.05,64.75,64.85,4602600,61.398
2015-06-09,66.35,66.35,65.60,65.65,4067700,62.156
2015-06-08,67.20,67.30,65.80,65.85,5495500,62.345
2015-06-05,67.40,67.75,67.20,67.40,1802600,63.813
2015-06-04,67.85,67.85,66.80,67.25,3990300,63.671
2015-06-03,67.75,67.80,67.30,67.45,2066300,63.86
2015-06-02,67.50,67.85,67.10,67.35,3124400,63.765
2015-06-01,67.95,68.20,67.55,67.60,2989600,63.481
2015-05-29,68.10,68.15,67.50,67.80,3500300,63.669
2015-05-28,68.65,68.65,67.50,67.60,5649400,63.481
2015-05-27,68.75,68.75,68.10,68.35,2827300,64.186
2015-05-26,69.00,69.00,68.20,68.25,3062900,64.092
2015-05-25,69.00,69.00,69.00,69.00,000,64.796
2015-05-22,68.85,69.00,68.55,69.00,2009600,64.796
2015-05-21,68.40,68.95,68.25,68.50,1509700,64.327
2015-05-20,68.60,68.95,68.20,68.45,1832200,64.28
2015-05-19,68.80,68.90,68.05,68.40,1962400,64.233
2015-05-18,69.00,69.05,68.30,68.65,1913800,64.467
2015-05-15,68.55,69.00,68.25,69.00,2435400,64.796
2015-05-14,68.20,68.45,68.05,68.15,1054900,63.998
2015-05-13,67.95,68.45,67.95,67.95,2005800,63.81
2015-05-12,67.90,68.75,67.90,68.05,2841100,63.904
2015-05-11,69.10,69.10,67.60,68.25,2816100,64.092
2015-05-08,69.40,69.40,68.50,68.70,1976700,64.514
2015-05-07,69.00,69.00,68.50,68.95,4888700,64.749
2015-05-06,69.00,69.00,68.40,68.50,2209000,64.327
2015-05-05,69.00,69.00,68.55,68.80,2369000,64.608
2015-05-04,68.30,68.80,67.90,68.70,1884100,64.514
2015-05-01,67.95,67.95,67.95,67.95,000,63.81
2015-04-30,68.00,68.60,67.75,67.95,2570500,63.81
2015-04-29,68.50,68.55,67.95,68.45,2638800,64.28
2015-04-28,68.40,68.40,67.80,68.25,2987300,64.092
2015-04-27,68.50,68.50,67.85,68.25,2522100,64.092
2015-04-24,68.15,68.55,67.65,68.50,2364200,64.327
2015-04-23,67.60,68.50,67.55,67.90,2958100,63.763
2015-04-22,68.80,68.80,67.55,67.85,2623500,63.716
2015-04-21,68.40,68.50,67.65,68.35,2550900,64.186
2015-04-20,67.60,68.40,67.60,67.95,2571400,63.81
2015-04-17,68.40,68.40,67.65,67.90,2373200,63.763
2015-04-16,68.15,68.50,67.90,68.25,2700600,64.092
2015-04-15,69.00,69.00,68.15,68.30,5236500,64.139
2015-04-14,68.50,68.50,67.80,68.45,3512500,64.28
