,Close,Volume,Percentage_close,Normalized_close,Normalized_volume,Lin_nor_volume
0,0.02,56688000,0.0,-0.990011320503,566.88,0.0215574546019
1,0.02,70360000,0.0,-0.990011320503,703.6,0.0267566770002
2,0.02,80960000,0.0,-0.990011320503,809.6,0.0307876715454
3,0.02,173624000,0.0,-0.990011320503,1736.24,0.0660261695208
4,0.021,440400000,0.05,-0.988346540587,4404.0,0.167476414879
5,0.019,76056000,-0.0952380952381,-0.99167610042,760.56,0.0289227661445
6,0.018,12640000,-0.0526315789474,-0.993340880336,126.4,0.00480677085393
7,0.018,35920000,0.0,-0.993340880336,359.2,0.0136597475533
8,0.017,136960000,-0.0555555555556,-0.995005660252,1369.6,0.0520834917844
9,0.018,179736000,0.0588235294118,-0.993340880336,1797.36,0.0683504561869
10,0.019,33560000,0.0555555555556,-0.99167610042,335.6,0.0127622808432
11,0.019,34420000,0.0,-0.99167610042,344.2,0.0130893237969
12,0.019,150296000,0.0,-0.99167610042,1502.96,0.0571549392613
13,0.019,145400000,0.0,-0.99167610042,1454.0,0.0552930761204
14,0.019,64680000,0.0,-0.99167610042,646.8,0.024596672376
15,0.018,217360000,-0.0526315789474,-0.993340880336,2173.6,0.0826582051274
16,0.019,210760000,0.0555555555556,-0.99167610042,2107.6,0.0801483405993
17,0.017,80800000,-0.105263157895,-0.995005660252,808.0,0.0307268263448
18,0.017,62880000,0.0,-0.995005660252,628.8,0.0239121638683
19,0.017,14040000,0.0,-0.995005660252,140.4,0.00533916635991
20,0.017,13288000,0.0,-0.995005660252,132.88,0.0050531939167
21,0.017,64576000,0.0,-0.995005660252,645.76,0.0245571229955
22,0.017,11440000,0.0,-0.995005660252,114.4,0.00435043184881
23,0.017,2760000,0.0,-0.995005660252,27.6,0.00104957971178
24,0.017,68360000,0.0,-0.995005660252,683.6,0.0259961119917
25,0.017,34040000,0.0,-0.995005660252,340.4,0.0129448164452
26,0.017,51480000,0.0,-0.995005660252,514.8,0.0195769433197
27,0.017,35608000,0.0,-0.995005660252,356.08,0.0135410994119
28,0.017,12000000,0.0,-0.995005660252,120.0,0.0045633900512
29,0.017,34240000,0.0,-0.995005660252,342.4,0.0130208729461
30,0.017,0,0.0,-0.995005660252,0.0,0.0
31,0.017,55205200,0.0,-0.995005660252,552.052,0.0209935717045
32,0.017,59440000,0.0,-0.995005660252,594.4,0.0226039920536
33,0.017,32088000,0.0,-0.995005660252,320.88,0.0122025049969
34,0.018,30560000,0.0588235294118,-0.993340880336,305.6,0.0116214333304
35,0.018,76288000,0.0,-0.993340880336,762.88,0.0290109916855
36,0.018,165282300,0.0,-0.993340880336,1652.823,0.062853966955
37,0.019,138720000,0.0555555555556,-0.99167610042,1387.2,0.0527527889919
