,Close,Volume,Percentage_close,Normalized_close,Normalized_volume,Lin_nor_volume
0,14.12,27761400,0.0,-0.273077389053,277.614,0.202474351017
1,14.3,21314700,0.0127478753541,-0.250000480769,213.147,0.155456138726
2,14.44,31074600,0.00979020979021,-0.232051774326,310.746,0.226638767069
3,14.5,11501900,0.00415512465374,-0.224359471564,115.019,0.0838876907492
4,14.44,8309500,-0.00413793103448,-0.232051774326,83.095,0.0606043146159
5,14.46,5663800,0.00138504155125,-0.229487673405,56.638,0.0413082275854
6,14.36,7738800,-0.00691562932227,-0.242308178008,77.388,0.0564419844695
7,14.38,8022700,0.00139275766017,-0.239744077087,80.227,0.0585125741463
8,14.36,16001000,-0.00139082058414,-0.242308178008,160.01,0.116701322362
9,14.36,12803000,0.0,-0.242308178008,128.03,0.0933771033187
10,14.54,8534500,0.0125348189415,-0.219231269724,85.345,0.0622453243985
11,14.46,11692900,-0.00550206327373,-0.229487673405,116.929,0.0852807257202
12,14.32,12555600,-0.00968188105118,-0.247436379848,125.556,0.0915727218955
13,14.46,13985200,0.00977653631285,-0.229487673405,139.852,0.101999333385
14,14.32,19402800,-0.00968188105118,-0.247436379848,194.028,0.1415119316
15,14.62,34616400,0.0209497206704,-0.208974866042,346.164,0.252470449061
16,15.16,12457500,0.0369357045144,-0.13974414119,124.575,0.0908572416303
17,15.12,19733600,-0.00263852242744,-0.144872343031,197.336,0.143924580649
18,15.26,6742400,0.00925925925926,-0.126923636587,67.424,0.0491748638144
19,15.22,7552400,-0.00262123197903,-0.132051838428,75.524,0.0550824990318
20,15.1,6592300,-0.00788436268068,-0.147436443951,65.923,0.048080127955
21,15.16,5287400,0.00397350993377,-0.13974414119,52.874,0.0385630005536
22,15.34,7742700,0.0118733509235,-0.116667232906,77.427,0.056470428639
23,15.5,20070600,0.0104302477184,-0.096154425542,200.706,0.146382448635
24,15.2,15261700,-0.0193548387097,-0.134615939349,152.617,0.111309328885
25,15.0,10031000,-0.0131578947368,-0.160256948553,100.31,0.073159862797
26,14.98,9731600,-0.00133333333333,-0.162821049474,97.316,0.0709762257796
27,15.0,9258200,0.00133511348465,-0.160256948553,92.582,0.067523541197
28,15.04,17123400,0.00266666666667,-0.155128746712,171.234,0.124887408495
29,14.98,12412800,-0.00398936170213,-0.162821049474,124.128,0.0905312276868
30,14.92,0,-0.00400534045394,-0.170513352235,0.0,0.0
31,14.92,7061800,0.0,-0.170513352235,70.618,0.051504368368
32,14.86,9607900,-0.00402144772118,-0.178205654996,96.079,0.070074035068
33,14.84,10556900,-0.00134589502019,-0.180769755917,105.569,0.0769954496622
34,14.74,11645500,-0.00673854447439,-0.193590260519,116.455,0.0849350196593
35,14.78,11759500,0.00271370420624,-0.188462058678,117.595,0.0857664646158
36,14.62,10902200,-0.0108254397835,-0.208974866042,109.022,0.0795138526752
37,14.74,9476200,0.00820793433653,-0.193590260519,94.762,0.0691134973419
38,14.68,15298000,-0.00407055630936,-0.20128256328,152.98,0.111574078464
39,14.66,0,-0.00136239782016,-0.203846664201,0.0,0.0
40,14.66,11856300,0.0,-0.203846664201,118.563,0.0864724634912
41,14.66,7233300,0.0,-0.203846664201,72.333,0.0527551824912
42,14.7,6320800,0.00272851296044,-0.19871846236,63.208,0.0460999761507
43,14.66,6629200,-0.00272108843537,-0.203846664201,66.292,0.0483492535594
44,14.68,10034300,0.00136425648022,-0.20128256328,100.343,0.0731839309405
45,14.64,10930500,-0.00272479564033,-0.206410765121,109.305,0.079720255239
46,14.94,7475800,0.0204918032787,-0.167949251315,74.758,0.054523826368
47,14.9,6233700,-0.00267737617135,-0.173077453155,62.337,0.0454647230304
48,14.8,6794400,-0.00671140939597,-0.185897957758,67.944,0.0495541194086
49,14.68,5538900,-0.00810810810811,-0.20128256328,55.389,0.0403972848217
50,14.86,10268300,0.0122615803815,-0.178205654996,102.683,0.0748905811144
51,14.8,11507400,-0.00403768506057,-0.185897957758,115.074,0.0839278043216
52,14.84,10021800,0.0027027027027,-0.180769755917,100.218,0.0730927637303
53,14.82,12408000,-0.00134770889488,-0.183333856837,124.08,0.0904962194781
54,14.74,9208500,-0.00539811066127,-0.193590260519,92.085,0.0671610603695
