,Close,Volume,Percentage_close,Normalized_close,Normalized_volume,Lin_nor_volume
0,0.095,4760000,0.0,-0.573380867499,47.6,0.00749394816455
1,0.092,260100,-0.0315789473684,-0.587092645916,2.601,0.000409490738991
2,0.093,1200000,0.0108695652174,-0.58252205311,12.0,0.00188923062972
3,0.093,80000,0.0,-0.58252205311,0.8,0.000125948708648
4,0.093,520000,0.0,-0.58252205311,5.2,0.000818666606211
5,0.091,280000,-0.0215053763441,-0.591663238722,2.8,0.000440820480268
6,0.091,800000,0.0,-0.591663238722,8.0,0.00125948708648
7,0.091,580000,0.0,-0.591663238722,5.8,0.000913128137697
8,0.092,520000,0.010989010989,-0.587092645916,5.2,0.000818666606211
9,0.091,500000,-0.0108695652174,-0.591663238722,5.0,0.000787179429049
10,0.093,120000,0.021978021978,-0.58252205311,1.2,0.000188923062972
11,0.093,1634000,0.0,-0.58252205311,16.34,0.00257250237413
12,0.092,3460000,-0.010752688172,-0.587092645916,34.6,0.00544728164902
13,0.091,4014000,-0.0108695652174,-0.591663238722,40.14,0.00631947645641
14,0.09,1940000,-0.010989010989,-0.596233831528,19.4,0.00305425618471
15,0.092,120000,0.0222222222222,-0.587092645916,1.2,0.000188923062972
16,0.094,1540400,0.0217391304348,-0.577951460304,15.404,0.00242514238502
17,0.087,1340000,-0.0744680851064,-0.609945609946,13.4,0.00210964086985
18,0.089,940000,0.0229885057471,-0.600804424334,9.4,0.00147989732661
19,0.089,540000,0.0,-0.600804424334,5.4,0.000850153783373
20,0.093,4660000,0.0449438202247,-0.58252205311,46.6,0.00733651227874
21,0.092,680000,-0.010752688172,-0.587092645916,6.8,0.00107056402351
22,0.092,380000,0.0,-0.587092645916,3.8,0.000598256366077
23,0.094,280000,0.0217391304348,-0.577951460304,2.8,0.000440820480268
24,0.096,2440000,0.0212765957447,-0.568810274693,24.4,0.00384143561376
25,0.095,1542000,-0.0104166666667,-0.573380867499,15.42,0.00242766135919
26,0.096,1020000,0.0105263157895,-0.568810274693,10.2,0.00160584603526
27,0.098,124000,0.0208333333333,-0.559669089081,1.24,0.000195220498404
28,0.1,1340000,0.0204081632653,-0.550527903469,13.4,0.00210964086985
29,0.102,4100000,0.02,-0.541386717857,41.0,0.0064548713182
30,0.098,0,-0.0392156862745,-0.559669089081,0.0,0.0
31,0.098,1510500,0.0,-0.559669089081,15.105,0.00237806905516
32,0.098,680000,0.0,-0.559669089081,6.8,0.00107056402351
33,0.098,940000,0.0,-0.559669089081,9.4,0.00147989732661
34,0.101,1120000,0.030612244898,-0.545957310663,11.2,0.00176328192107
35,0.102,3622000,0.00990099009901,-0.541386717857,36.22,0.00570232778403
36,0.098,21200800,-0.0392156862745,-0.559669089081,212.008,0.0333776672788
37,0.09,580000,-0.0816326530612,-0.596233831528,5.8,0.000913128137697
38,0.092,2840000,0.0222222222222,-0.587092645916,28.4,0.004471179157
39,0.095,0,0.0326086956522,-0.573380867499,0.0,0.0
40,0.095,300000,0.0,-0.573380867499,3.0,0.00047230765743
41,0.092,3980000,-0.0315789473684,-0.587092645916,39.8,0.00626594825523
42,0.091,100000,-0.0108695652174,-0.591663238722,1.0,0.00015743588581
43,0.094,100000,0.032967032967,-0.577951460304,1.0,0.00015743588581
44,0.094,786200,0.0,-0.577951460304,7.862,0.00123776093424
45,0.093,148000,-0.0106382978723,-0.58252205311,1.48,0.000233005110999
46,0.093,320000,0.0,-0.58252205311,3.2,0.000503794834592
47,0.091,781900,-0.0215053763441,-0.591663238722,7.819,0.00123099119115
48,0.091,1686400,0.0,-0.591663238722,16.864,0.0026549987783
49,0.093,489500,0.021978021978,-0.58252205311,4.895,0.000770648661039
50,0.05,0,-0.462365591398,-0.779057543763,0.0,0.0
51,0.1,9028500,1.0,-0.550527903469,90.285,0.0142140989503
52,0.048,7000000,-0.52,-0.788198729375,70.0,0.0110205120067
53,0.046,1456100,-0.0416666666667,-0.797339914987,14.561,0.00229242393328
54,0.047,1324000,0.0217391304348,-0.792769322181,13.24,0.00208445112812
55,0.047,0,0.0,-0.792769322181,0.0,0.0
56,0.047,1120000,0.0,-0.792769322181,11.2,0.00176328192107
57,0.047,2240000,0.0,-0.792769322181,22.4,0.00352656384214
58,0.048,3304100,0.0212765957447,-0.788198729375,33.041,0.00520183910304
59,0.048,1768000,0.0,-0.788198729375,17.68,0.00278346646112
60,0.049,6404000,0.0208333333333,-0.783628136569,64.04,0.0100821941273
61,0.049,11512000,0.0,-0.783628136569,115.12,0.0181240191744
62,0.047,1920000,-0.0408163265306,-0.792769322181,19.2,0.00302276900755
63,0.047,6360000,0.0,-0.792769322181,63.6,0.0100129223375
64,0.047,11884600,0.0,-0.792769322181,118.846,0.018710625285
65,0.048,2120000,0.0212765957447,-0.788198729375,21.2,0.00333764077917
66,0.048,1286300,0.0,-0.788198729375,12.863,0.00202509779917
67,0.048,684600,0.0,-0.788198729375,6.846,0.00107780607425
68,0.047,7686000,-0.0208333333333,-0.792769322181,76.86,0.0121005221833
69,0.048,4080000,0.0212765957447,-0.788198729375,40.8,0.00642338414104
70,0.046,4120000,-0.0416666666667,-0.797339914987,41.2,0.00648635849537
