,Close,Volume,Percentage_close,Normalized_close,Normalized_volume,Lin_nor_volume
0,203.4,0,0.0,-0.11690821256,0.0,0.0
1,203.2,100,-0.000983284169125,-0.11884057971,0.001,3.19519442758e-05
2,201.4,100,-0.00885826771654,-0.136231884058,0.001,3.19519442758e-05
3,204.4,0,0.0148957298908,-0.107246376812,0.0,0.0
4,206.8,500,0.0117416829746,-0.0840579710145,0.005,0.000159759721379
5,201.8,1100,-0.0241779497099,-0.132367149758,0.011,0.000351471387034
6,235.6,3100,0.167492566898,0.194202898551,0.031,0.00099051027255
7,235.0,9600,-0.0025466893039,0.188405797101,0.096,0.00306738665048
8,233.0,8300,-0.00851063829787,0.169082125604,0.083,0.00265201137489
9,234.0,2200,0.00429184549356,0.178743961353,0.022,0.000702942774068
10,234.6,7800,0.0025641025641,0.184541062802,0.078,0.00249225165351
11,238.2,16800,0.0153452685422,0.219323671498,0.168,0.00536792663834
12,236.0,1700,-0.00923593618808,0.19806763285,0.017,0.000543183052689
13,236.2,4900,0.000847457627119,0.2,0.049,0.00156564526951
14,237.4,6100,0.00508044030483,0.211594202899,0.061,0.00194906860082
15,239.2,97700,0.00758213984836,0.228985507246,0.977,0.0312170495575
16,242.4,5900,0.0133779264214,0.259903381643,0.059,0.00188516471227
17,242.4,10200,0.0,0.259903381643,0.102,0.00325909831613
18,240.8,0,-0.00660066006601,0.244444444444,0.0,0.0
19,240.8,50400,0.0,0.244444444444,0.504,0.016103779915
20,239.2,9000,-0.00664451827243,0.228985507246,0.09,0.00287567498482
21,240.0,12700,0.00334448160535,0.236714975845,0.127,0.00405789692303
22,236.6,28200,-0.0141666666667,0.2038647343,0.282,0.00901044828578
23,240.8,49100,0.0177514792899,0.244444444444,0.491,0.0156884046394
24,241.2,29800,0.00166112956811,0.248309178744,0.298,0.00952167939419
25,244.6,33200,0.014096185738,0.28115942029,0.332,0.0106080454996
26,245.6,25400,0.00408830744072,0.290821256039,0.254,0.00811579384606
27,243.6,44900,-0.00814332247557,0.271497584541,0.449,0.0143464229798
28,242.8,13600,-0.00328407224959,0.263768115942,0.136,0.00434546442151
29,241.8,1500,-0.00411861614498,0.254106280193,0.015,0.000479279164137
30,238.6,11900,-0.0132340777502,0.223188405797,0.119,0.00380228136882
31,243.8,9900,0.02179379715,0.273429951691,0.099,0.00316324248331
32,241.6,5400,-0.0090237899918,0.252173913043,0.054,0.00172540499089
33,242.2,46700,0.00248344370861,0.257971014493,0.467,0.0149215579768
34,239.6,9400,-0.0107349298101,0.232850241546,0.094,0.00300348276193
35,242.8,62500,0.0133555926544,0.263768115942,0.625,0.0199699651724
36,243.6,58800,0.00329489291598,0.271497584541,0.588,0.0187877432342
37,243.2,1800,-0.00164203612479,0.267632850242,0.018,0.000575134996965
38,242.0,38100,-0.00493421052632,0.256038647343,0.381,0.0121736907691
39,241.8,55100,-0.000826446280992,0.254106280193,0.551,0.017605521296
