,Close,Volume,Percentage_close,Normalized_close,Normalized_volume,Lin_nor_volume
0,0.012,377920000,0.0,-0.938461538462,3779.2,0.00846509906316
1,0.011,368080000,-0.0833333333333,-0.969230769231,3680.8,0.00824469110703
2,0.012,258736100,0.0909090909091,-0.938461538462,2587.361,0.00579547713198
3,0.012,266641000,0.0,-0.938461538462,2666.41,0.00597254042999
4,0.012,190005400,0.0,-0.938461538462,1900.054,0.004255965637
5,0.012,177360000,0.0,-0.938461538462,1773.6,0.00397271901419
6,0.012,138520000,0.0,-0.938461538462,1385.2,0.00310273476458
7,0.012,136240000,0.0,-0.938461538462,1362.4,0.0030516646284
8,0.012,150400000,0.0,-0.938461538462,1504.0,0.00336883705308
9,0.012,138720000,0.0,-0.938461538462,1387.2,0.00310721460108
10,0.012,339920000,0.0,-0.938461538462,3399.2,0.00761393012688
11,0.012,358720000,0.0,-0.938461538462,3587.2,0.00803503475851
12,0.012,194640500,0.0,-0.938461538462,1946.405,0.00435978808796
13,0.012,131360000,0.0,-0.938461538462,1313.6,0.00294235661764
14,0.012,412090000,0.0,-0.938461538462,4120.9,0.00923047913034
15,0.013,1363120000,0.0833333333333,-0.907692307692,13631.2,0.0305327736954
16,0.012,264252000,-0.0769230769231,-0.938461538462,2642.52,0.00591902878291
17,0.012,471520000,0.0,-0.938461538462,4715.2,0.0105616625483
18,0.012,587440000,0.0,-0.938461538462,5874.4,0.0131581757876
19,0.012,315520000,0.0,-0.938461538462,3155.2,0.00706739007306
20,0.012,1272320000,0.0,-0.938461538462,12723.2,0.0284989279214
21,0.013,597440000,0.0833333333333,-0.907692307692,5974.4,0.013382167613
22,0.013,177662300,0.0,-0.907692307692,1776.623,0.00397949028707
23,0.012,163200000,-0.0769230769231,-0.938461538462,1632.0,0.00365554658951
24,0.013,1497280000,0.0833333333333,-0.907692307692,14972.8,0.0335378480242
25,0.014,220480000,0.0769230769231,-0.876923076923,2204.8,0.00493857176505
26,0.014,1938642400,0.0,-0.876923076923,19386.424,0.0434240049853
27,0.013,229280000,-0.0714285714286,-0.907692307692,2292.8,0.00513568457134
28,0.014,259920000,0.0769230769231,-0.876923076923,2599.2,0.00582199552418
29,0.014,316723000,0.0,-0.876923076923,3167.23,0.00709433628964
30,0.015,0,0.0714285714286,-0.846153846154,0.0,0.0
31,0.015,292640000,0.0,-0.846153846154,2926.4,0.00655489677668
32,0.015,536960000,0.0,-0.846153846154,5369.6,0.0120274650533
33,0.014,338520000,-0.0666666666667,-0.876923076923,3385.2,0.00758257127133
34,0.014,261940000,0.0,-0.876923076923,2619.4,0.0058672418729
35,0.015,1431200000,0.0714285714286,-0.846153846154,14312.0,0.0320577100423
36,0.015,150960000,0.0,-0.846153846154,1509.6,0.0033813805953
37,0.014,284000000,-0.0666666666667,-0.876923076923,2840.0,0.00636136783959
38,0.015,164762000,0.0714285714286,-0.846153846154,1647.62,0.00369053411263
39,0.015,0,0.0,-0.846153846154,0.0,0.0
40,0.015,235920000,0.0,-0.846153846154,2359.2,0.00528441514337
41,0.015,2568784000,0.0,-0.846153846154,25687.84,0.0575386617058
42,0.015,123120000,0.0,-0.846153846154,1231.2,0.00275778735356
43,0.015,291280000,0.0,-0.846153846154,2912.8,0.00652443388844
44,0.015,262060000,0.0,-0.846153846154,2620.6,0.0058699297748
45,0.015,2172320000,0.0,-0.846153846154,21723.2,0.0486581922018
46,0.015,459120000,0.0,-0.846153846154,4591.2,0.0102839126849
47,0.015,305360000,0.0,-0.846153846154,3053.6,0.00683981437851
48,0.015,152480000,0.0,-0.846153846154,1524.8,0.00341542735275
49,0.015,236489700,0.0,-0.846153846154,2364.897,0.00529717595766
50,0.014,149040000,-0.0666666666667,-0.876923076923,1490.4,0.00333837416483
51,0.015,265235000,0.0714285714286,-0.846153846154,2652.35,0.00594104717934
52,0.015,198009000,0.0,-0.846153846154,1980.09,0.00443523973433
53,0.015,296640000,0.0,-0.846153846154,2966.4,0.00664449350682
54,0.015,190280000,0.0,-0.846153846154,1902.8,0.00426211645253
55,0.015,0,0.0,-0.846153846154,0.0,0.0
56,0.015,562960000,0.0,-0.846153846154,5629.6,0.0126098437992
57,0.015,549700000,0.0,-0.846153846154,5497.0,0.0123128306388
58,0.015,307120000,0.0,-0.846153846154,3071.2,0.00687923693977
59,0.015,192000000,0.0,-0.846153846154,1920.0,0.00430064304648
60,0.016,1611410000,0.0666666666667,-0.815384615385,16114.1,0.0360942667267
61,0.016,103200000,0.0,-0.815384615385,1032.0,0.00231159563749
