Date,Open,High,Low,Close,Volume,Adj Close
2016-12-02,0.011,0.012,0.011,0.012,377920000,0.012
2016-12-01,0.011,0.012,0.011,0.011,368080000,0.011
2016-11-30,0.011,0.012,0.011,0.012,258736100,0.012
2016-11-29,0.012,0.012,0.011,0.012,266641000,0.012
2016-11-28,0.012,0.012,0.011,0.012,190005400,0.012
2016-11-25,0.011,0.012,0.011,0.012,177360000,0.012
2016-11-24,0.012,0.012,0.011,0.012,138520000,0.012
2016-11-23,0.012,0.012,0.011,0.012,136240000,0.012
2016-11-22,0.012,0.012,0.011,0.012,150400000,0.012
2016-11-21,0.011,0.012,0.011,0.012,138720000,0.012
2016-11-18,0.012,0.013,0.011,0.012,339920000,0.012
2016-11-17,0.012,0.012,0.011,0.012,358720000,0.012
2016-11-16,0.012,0.012,0.011,0.012,194640500,0.012
2016-11-15,0.012,0.012,0.011,0.012,131360000,0.012
2016-11-14,0.012,0.013,0.011,0.012,412090000,0.012
2016-11-11,0.012,0.013,0.011,0.013,1363120000,0.013
2016-11-10,0.012,0.012,0.011,0.012,264252000,0.012
2016-11-09,0.011,0.012,0.011,0.012,471520000,0.012
2016-11-08,0.011,0.012,0.011,0.012,587440000,0.012
2016-11-07,0.012,0.012,0.011,0.012,315520000,0.012
2016-11-04,0.013,0.013,0.011,0.012,1272320000,0.012
2016-11-03,0.012,0.013,0.012,0.013,597440000,0.013
2016-11-02,0.012,0.013,0.012,0.013,177662300,0.013
2016-11-01,0.013,0.013,0.012,0.012,163200000,0.012
2016-10-31,0.013,0.013,0.012,0.013,1497280000,0.013
2016-10-28,0.014,0.014,0.013,0.014,220480000,0.014
2016-10-27,0.013,0.014,0.012,0.014,1938642400,0.014
2016-10-26,0.014,0.014,0.013,0.013,229280000,0.013
2016-10-25,0.014,0.014,0.013,0.014,259920000,0.014
2016-10-24,0.014,0.015,0.013,0.014,316723000,0.014
2016-10-21,0.015,0.015,0.015,0.015,000,0.015
2016-10-20,0.014,0.015,0.014,0.015,292640000,0.015
2016-10-19,0.014,0.015,0.013,0.015,536960000,0.015
2016-10-18,0.014,0.014,0.013,0.014,338520000,0.014
2016-10-17,0.014,0.015,0.013,0.014,261940000,0.014
2016-10-14,0.015,0.015,0.013,0.015,1431200000,0.015
2016-10-13,0.014,0.015,0.014,0.015,150960000,0.015
2016-10-12,0.015,0.015,0.014,0.014,284000000,0.014
2016-10-11,0.015,0.015,0.014,0.015,164762000,0.015
2016-10-10,0.015,0.015,0.015,0.015,000,0.015
2016-10-07,0.015,0.015,0.014,0.015,235920000,0.015
2016-10-06,0.015,0.016,0.014,0.015,2568784000,0.015
2016-10-05,0.014,0.015,0.014,0.015,123120000,0.015
2016-10-04,0.015,0.015,0.014,0.015,291280000,0.015
2016-10-03,0.014,0.015,0.014,0.015,262060000,0.015
2016-09-30,0.015,0.016,0.014,0.015,2172320000,0.015
2016-09-29,0.015,0.015,0.014,0.015,459120000,0.015
2016-09-28,0.014,0.015,0.014,0.015,305360000,0.015
2016-09-27,0.015,0.015,0.014,0.015,152480000,0.015
2016-09-26,0.014,0.015,0.014,0.015,236489700,0.015
2016-09-23,0.014,0.015,0.014,0.014,149040000,0.014
2016-09-22,0.015,0.015,0.014,0.015,265235000,0.015
2016-09-21,0.015,0.015,0.014,0.015,198009000,0.015
2016-09-20,0.014,0.015,0.014,0.015,296640000,0.015
2016-09-19,0.014,0.015,0.014,0.015,190280000,0.015
2016-09-16,0.015,0.015,0.015,0.015,000,0.015
2016-09-15,0.015,0.015,0.014,0.015,562960000,0.015
2016-09-14,0.015,0.015,0.014,0.015,549700000,0.015
2016-09-13,0.015,0.016,0.014,0.015,307120000,0.015
2016-09-12,0.015,0.016,0.014,0.015,192000000,0.015
2016-09-09,0.015,0.016,0.015,0.016,1611410000,0.016
2016-09-08,0.015,0.016,0.015,0.016,103200000,0.016
2016-09-07,0.016,0.016,0.015,0.016,114803000,0.016
2016-09-06,0.016,0.016,0.014,0.016,1836360000,0.016
2016-09-05,0.016,0.016,0.015,0.016,149760000,0.016
2016-09-02,0.016,0.017,0.015,0.016,353200000,0.016
2016-09-01,0.016,0.017,0.016,0.017,114160000,0.017
2016-08-31,0.016,0.017,0.016,0.017,132880000,0.017
2016-08-30,0.016,0.017,0.016,0.017,98990000,0.017
2016-08-29,0.016,0.017,0.016,0.017,127200000,0.017
2016-08-26,0.016,0.017,0.015,0.017,234480000,0.017
2016-08-25,0.017,0.017,0.016,0.017,162160000,0.017
2016-08-24,0.017,0.017,0.016,0.017,122840000,0.017
2016-08-23,0.016,0.017,0.016,0.017,145040000,0.017
2016-08-22,0.016,0.017,0.016,0.017,132800000,0.017
2016-08-19,0.016,0.017,0.016,0.017,147200000,0.017
2016-08-18,0.016,0.017,0.016,0.017,296400000,0.017
2016-08-17,0.017,0.017,0.016,0.016,488261000,0.016
2016-08-16,0.016,0.017,0.016,0.017,232890000,0.017
2016-08-15,0.016,0.017,0.015,0.017,602400000,0.017
2016-08-12,0.017,0.017,0.016,0.016,123760000,0.016
2016-08-11,0.017,0.018,0.016,0.017,1884960000,0.017
2016-08-10,0.017,0.018,0.016,0.017,2678920000,0.017
2016-08-09,0.017,0.017,0.016,0.017,137040000,0.017
2016-08-08,0.016,0.017,0.016,0.017,185200000,0.017
2016-08-05,0.016,0.017,0.015,0.016,372960000,0.016
2016-08-04,0.016,0.017,0.015,0.017,1497040000,0.017
2016-08-03,0.016,0.016,0.015,0.016,158400000,0.016
2016-08-02,0.016,0.016,0.016,0.016,000,0.016
2016-08-01,0.016,0.016,0.015,0.016,172240000,0.016
2016-07-29,0.016,0.016,0.015,0.016,146160000,0.016
2016-07-28,0.016,0.017,0.015,0.016,189690000,0.016
2016-07-27,0.017,0.017,0.015,0.017,259520000,0.017
2016-07-26,0.016,0.017,0.016,0.017,219920000,0.017
2016-07-25,0.017,0.017,0.016,0.017,389520000,0.017
